source,category,balance,timestamp
paypal,income,1914.8,2017-04-10 07:56:31
paypal,income,1914.8,2017-04-10 07:56:32
paypal,income,1914.8,2017-04-10 07:56:34
paypal,income,1914.8,2017-04-10 07:56:36
paypal,income,1914.8,2017-04-10 07:56:38
paypal,income,1914.8,2017-04-10 07:56:40
paypal,income,1914.8,2017-04-10 07:56:42
paypal,income,1914.8,2017-04-10 07:56:44
paypal,income,1914.8,2017-04-10 07:56:46
paypal,income,1914.8,2017-04-10 07:56:48
paypal,income,1914.8,2017-04-10 07:56:49
paypal,income,1914.8,2017-04-10 07:56:51
paypal,income,1914.8,2017-04-10 07:56:53
paypal,income,1914.8,2017-04-10 07:56:55
paypal,income,1914.8,2017-04-10 07:56:57
paypal,income,1914.8,2017-04-10 07:56:59
paypal,income,1914.8,2017-04-10 07:57:01
paypal,income,1914.8,2017-04-10 07:57:03
paypal,income,1914.8,2017-04-10 07:57:05
paypal,income,1914.8,2017-04-10 07:57:07
paypal,income,1914.8,2017-04-10 07:57:09
paypal,income,1914.8,2017-04-10 07:57:11
paypal,income,1914.8,2017-04-10 07:57:13
paypal,income,1914.8,2017-04-10 07:57:15
paypal,income,1914.8,2017-04-10 07:57:17
paypal,income,1914.8,2017-04-10 07:57:18
paypal,income,1914.8,2017-04-10 07:57:20
paypal,income,1914.8,2017-04-10 07:57:22
paypal,income,1914.8,2017-04-10 07:57:24
paypal,income,1914.8,2017-04-10 07:57:26
paypal,income,1914.8,2017-04-10 07:57:29
paypal,income,1914.8,2017-04-10 07:57:31
paypal,income,1914.8,2017-04-10 07:57:32
paypal,income,1914.8,2017-04-10 07:57:34
paypal,income,1914.8,2017-04-10 07:57:36
paypal,income,1914.8,2017-04-10 07:57:38
paypal,income,1914.8,2017-04-10 07:57:40
paypal,income,1914.8,2017-04-10 07:57:42
paypal,income,1914.8,2017-04-10 07:57:44
paypal,income,1914.8,2017-04-10 07:57:46
paypal,income,1914.8,2017-04-10 07:57:48
paypal,income,1914.8,2017-04-10 07:57:50
paypal,income,1914.8,2017-04-10 07:57:52
paypal,income,1914.8,2017-04-10 07:57:54
paypal,income,1914.8,2017-04-10 07:57:56
paypal,income,1914.8,2017-04-10 07:57:57
paypal,income,1914.8,2017-04-10 07:57:59
paypal,income,1914.8,2017-04-10 07:58:01
paypal,income,1914.8,2017-04-10 07:58:03
paypal,income,1914.8,2017-04-10 07:58:05
paypal,income,1914.8,2017-04-10 07:58:07
paypal,income,1914.8,2017-04-10 07:58:09
paypal,income,1914.8,2017-04-10 07:58:11
paypal,income,1914.8,2017-04-10 07:58:13
paypal,income,1914.8,2017-04-10 07:58:15
paypal,income,1914.8,2017-04-10 07:58:16
paypal,income,1914.8,2017-04-10 07:58:18
paypal,income,1914.8,2017-04-10 07:58:20
paypal,income,1914.8,2017-04-10 07:58:22
paypal,income,1914.8,2017-04-10 07:58:24
paypal,income,1914.8,2017-04-10 07:58:26
paypal,income,1914.8,2017-04-10 07:58:28
paypal,income,1914.8,2017-04-10 07:58:30
paypal,income,1914.8,2017-04-10 07:58:32
paypal,income,1914.8,2017-04-10 07:58:34
paypal,income,1914.8,2017-04-10 07:58:39
paypal,income,1914.8,2017-04-10 07:58:41
paypal,income,1914.8,2017-04-10 07:58:43
paypal,income,1914.8,2017-04-10 07:58:44
paypal,income,1914.8,2017-04-10 07:58:46
paypal,income,1914.8,2017-04-10 07:58:48
paypal,income,1914.8,2017-04-10 07:58:50
paypal,income,1914.8,2017-04-10 07:58:52
paypal,income,1914.8,2017-04-10 07:58:54
paypal,income,1914.8,2017-04-10 07:58:56
paypal,income,1914.8,2017-04-10 07:58:58
paypal,income,1914.8,2017-04-10 07:58:59
paypal,income,1914.8,2017-04-10 07:59:01
paypal,income,1914.8,2017-04-10 07:59:03
paypal,income,1914.8,2017-04-10 07:59:05
paypal,income,1914.8,2017-04-10 07:59:07
paypal,income,1914.8,2017-04-10 07:59:09
paypal,income,1914.8,2017-04-10 07:59:11
paypal,income,1914.8,2017-04-10 07:59:13
paypal,income,1914.8,2017-04-10 07:59:15
paypal,income,1914.8,2017-04-10 07:59:17
paypal,income,1914.8,2017-04-10 07:59:19
paypal,income,1914.8,2017-04-10 07:59:21
paypal,income,1914.8,2017-04-10 07:59:23
paypal,income,1914.8,2017-04-10 07:59:25
paypal,income,1914.8,2017-04-10 07:59:27
paypal,income,1914.8,2017-04-10 07:59:29
paypal,income,1914.8,2017-04-10 07:59:31
paypal,income,1914.8,2017-04-10 07:59:33
paypal,income,1914.8,2017-04-10 07:59:35
paypal,income,1914.8,2017-04-10 07:59:37
paypal,income,1914.8,2017-04-10 07:59:38
paypal,income,1914.8,2017-04-10 07:59:40
paypal,income,1914.8,2017-04-10 07:59:42
paypal,income,1914.8,2017-04-10 07:59:44
paypal,income,1914.8,2017-04-10 07:59:46
paypal,income,1914.8,2017-04-10 07:59:48
paypal,income,1914.8,2017-04-10 07:59:50
paypal,income,1914.8,2017-04-10 07:59:52
paypal,income,1914.8,2017-04-10 07:59:54
paypal,income,1914.8,2017-04-10 07:59:56
paypal,income,1914.8,2017-04-10 07:59:58
paypal,income,1914.8,2017-04-10 07:59:59
paypal,income,1914.8,2017-04-10 08:00:01
paypal,income,1914.8,2017-04-10 08:00:03
paypal,income,1914.8,2017-04-10 08:00:05
paypal,income,1914.8,2017-04-10 08:00:07
paypal,income,1914.8,2017-04-10 08:00:09
paypal,income,1914.8,2017-04-10 08:00:11
paypal,income,1914.8,2017-04-10 08:00:13
paypal,income,1914.8,2017-04-10 08:00:15
paypal,income,1914.8,2017-04-10 08:00:17
paypal,income,1914.8,2017-04-10 08:00:19
paypal,income,1914.8,2017-04-10 08:00:20
paypal,income,1914.8,2017-04-10 08:00:22
paypal,income,1914.8,2017-04-10 08:00:24
paypal,income,1914.8,2017-04-10 08:00:26
paypal,income,1914.8,2017-04-10 08:00:28
paypal,income,1914.8,2017-04-10 08:00:30
paypal,income,1914.8,2017-04-10 08:00:32
paypal,income,1914.8,2017-04-10 08:00:34
paypal,income,1914.8,2017-04-10 08:00:36
paypal,income,1914.8,2017-04-10 08:00:38
paypal,income,1914.8,2017-04-10 08:00:40
paypal,income,1914.8,2017-04-10 08:00:42
paypal,income,1914.8,2017-04-10 08:00:44
paypal,income,1914.8,2017-04-10 08:00:46
paypal,income,1914.8,2017-04-10 08:00:48
paypal,income,1914.8,2017-04-10 08:00:50
paypal,income,1914.8,2017-04-10 08:00:51
paypal,income,1914.8,2017-04-10 08:00:53
paypal,income,1914.8,2017-04-10 08:00:55
paypal,income,1914.8,2017-04-10 08:00:57
paypal,income,1914.8,2017-04-10 08:01:02
paypal,income,1914.8,2017-04-10 08:01:04
paypal,income,1914.8,2017-04-10 08:01:06
paypal,income,1914.8,2017-04-10 08:01:08
paypal,income,1914.8,2017-04-10 08:01:10
paypal,income,1914.8,2017-04-10 08:01:12
paypal,income,1914.8,2017-04-10 08:01:14
paypal,income,1914.8,2017-04-10 08:01:15
paypal,income,1914.8,2017-04-10 08:01:17
paypal,income,1914.8,2017-04-10 08:01:19
paypal,income,1914.8,2017-04-10 08:01:21
paypal,income,1914.8,2017-04-10 08:01:23
paypal,income,1914.8,2017-04-10 08:01:25
paypal,income,1914.8,2017-04-10 08:01:27
paypal,income,1914.8,2017-04-10 08:01:29
paypal,income,1914.8,2017-04-10 08:01:30
paypal,income,1914.8,2017-04-10 08:01:32
paypal,income,1914.8,2017-04-10 08:01:34
paypal,income,1914.8,2017-04-10 08:01:36
paypal,income,1914.8,2017-04-10 08:01:38
paypal,income,1914.8,2017-04-10 08:01:39
paypal,income,1914.8,2017-04-10 08:01:41
paypal,income,1914.8,2017-04-10 08:01:43
paypal,income,1914.8,2017-04-10 08:01:45
paypal,income,1914.8,2017-04-10 08:01:47
paypal,income,1914.8,2017-04-10 08:02:04
paypal,income,1914.8,2017-04-10 08:02:05
paypal,income,1914.8,2017-04-10 08:02:07
paypal,income,1914.8,2017-04-10 08:02:09
paypal,income,1914.8,2017-04-10 08:02:11
paypal,income,1914.8,2017-04-10 08:02:14
paypal,income,1914.8,2017-04-10 08:02:16
paypal,income,1914.8,2017-04-10 08:02:17
paypal,income,1914.8,2017-04-10 08:02:19
paypal,income,1914.8,2017-04-10 08:02:21
paypal,income,1914.8,2017-04-10 08:02:23
paypal,income,1914.8,2017-04-10 08:02:25
paypal,income,1914.8,2017-04-10 08:02:27
paypal,income,1914.8,2017-04-10 08:02:29
paypal,income,1914.8,2017-04-10 08:02:31
paypal,income,1914.8,2017-04-10 08:02:33
paypal,income,1914.8,2017-04-10 08:02:38
paypal,income,1914.8,2017-04-10 08:02:40
paypal,income,1914.8,2017-04-10 08:02:42
paypal,income,1914.8,2017-04-10 08:02:44
paypal,income,1914.8,2017-04-10 08:02:46
paypal,income,1914.8,2017-04-10 08:02:47
paypal,income,1914.8,2017-04-10 08:02:49
paypal,income,1914.8,2017-04-10 08:02:51
paypal,income,1914.8,2017-04-10 08:03:09
paypal,income,1914.8,2017-04-10 08:03:10
paypal,income,1914.8,2017-04-10 08:03:12
paypal,income,1914.8,2017-04-10 08:03:14
paypal,income,1914.8,2017-04-10 08:03:16
paypal,income,1914.8,2017-04-10 08:03:18
paypal,income,1914.8,2017-04-10 08:03:20
paypal,income,1914.8,2017-04-10 08:03:22
paypal,income,1914.8,2017-04-10 08:03:23
paypal,income,1914.8,2017-04-10 08:03:25
paypal,income,1914.8,2017-04-10 08:03:27
paypal,income,1914.8,2017-04-10 08:03:29
paypal,income,1914.8,2017-04-10 08:03:31
paypal,income,1914.8,2017-04-10 08:03:33
paypal,income,1914.8,2017-04-10 08:03:35
paypal,income,1914.8,2017-04-10 08:03:37
paypal,income,1914.8,2017-04-10 08:03:39
paypal,income,1914.8,2017-04-10 08:03:41
paypal,income,1914.8,2017-04-10 08:03:43
paypal,income,1914.8,2017-04-10 08:03:45
paypal,income,1914.8,2017-04-10 08:03:47
paypal,income,1914.8,2017-04-10 08:03:48
paypal,income,1914.8,2017-04-10 08:03:50
paypal,income,1914.8,2017-04-10 08:03:52
paypal,income,1914.8,2017-04-10 08:03:54
paypal,income,1914.8,2017-04-10 08:03:56
paypal,income,1914.8,2017-04-10 08:04:05
paypal,income,1914.8,2017-04-10 08:04:07
paypal,income,1914.8,2017-04-10 08:04:09
paypal,income,1914.8,2017-04-10 08:04:10
paypal,income,1914.8,2017-04-10 08:04:12
paypal,income,1914.8,2017-04-10 08:04:14
paypal,income,1914.8,2017-04-10 08:04:16
paypal,income,1914.8,2017-04-10 08:04:18
paypal,income,1914.8,2017-04-10 08:04:20
paypal,income,1914.8,2017-04-10 08:04:22
paypal,income,1914.8,2017-04-10 08:04:24
paypal,income,1914.8,2017-04-10 08:04:27
paypal,income,1914.8,2017-04-10 08:04:28
paypal,income,1914.8,2017-04-10 08:04:30
paypal,income,1914.8,2017-04-10 08:04:32
paypal,income,1914.8,2017-04-10 08:04:34
paypal,income,1914.8,2017-04-10 08:04:36
paypal,income,1914.8,2017-04-10 08:04:38
paypal,income,1914.8,2017-04-10 08:04:40
paypal,income,1914.8,2017-04-10 08:04:42
paypal,income,1914.8,2017-04-10 08:04:44
paypal,income,1914.8,2017-04-10 08:04:46
paypal,income,1914.8,2017-04-10 08:04:48
paypal,income,1914.8,2017-04-10 08:04:50
paypal,income,1914.8,2017-04-10 08:05:07
paypal,income,1914.8,2017-04-10 08:05:09
paypal,income,1914.8,2017-04-10 08:05:11
paypal,income,1914.8,2017-04-10 08:05:13
paypal,income,1914.8,2017-04-10 08:05:15
paypal,income,1914.8,2017-04-10 08:05:17
paypal,income,1914.8,2017-04-10 08:05:18
paypal,income,1914.8,2017-04-10 08:05:20
paypal,income,1914.8,2017-04-10 08:05:22
paypal,income,1914.8,2017-04-10 08:05:25
paypal,income,1914.8,2017-04-10 08:05:27
paypal,income,1914.8,2017-04-10 08:05:29
paypal,income,1914.8,2017-04-10 08:05:31
paypal,income,1914.8,2017-04-10 08:05:33
paypal,income,1914.8,2017-04-10 08:05:35
paypal,income,1914.8,2017-04-10 08:05:37
paypal,income,1914.8,2017-04-10 08:05:38
paypal,income,1914.8,2017-04-10 08:05:40
paypal,income,1914.8,2017-04-10 08:05:42
paypal,income,1914.8,2017-04-10 08:05:44
paypal,income,1914.8,2017-04-10 08:05:46
paypal,income,1914.8,2017-04-10 08:05:48
paypal,income,1914.8,2017-04-10 08:05:50
paypal,income,1914.8,2017-04-10 08:05:52
paypal,income,1914.8,2017-04-10 08:05:54
paypal,income,1914.8,2017-04-10 08:05:56
paypal,income,1914.8,2017-04-10 08:06:12
paypal,income,1914.8,2017-04-10 08:06:14
paypal,income,1914.8,2017-04-10 08:06:16
paypal,income,1914.8,2017-04-10 08:06:17
paypal,income,1914.8,2017-04-10 08:06:19
paypal,income,1914.8,2017-04-10 08:06:21
paypal,income,1914.8,2017-04-10 08:06:23
paypal,income,1914.8,2017-04-10 08:06:24
paypal,income,1914.8,2017-04-10 08:06:26
paypal,income,1914.8,2017-04-10 08:06:28
paypal,income,1914.8,2017-04-10 08:06:30
paypal,income,1914.8,2017-04-10 08:06:31
paypal,income,1914.8,2017-04-10 08:06:33
paypal,income,1914.8,2017-04-10 08:06:35
paypal,income,1914.8,2017-04-10 08:06:37
paypal,income,1914.8,2017-04-10 08:06:39
paypal,income,1914.8,2017-04-10 08:06:40
paypal,income,1914.8,2017-04-10 08:06:42
paypal,income,1914.8,2017-04-10 08:06:44
paypal,income,1914.8,2017-04-10 08:06:46
paypal,income,1914.8,2017-04-10 08:06:47
paypal,income,1914.8,2017-04-10 08:06:49
paypal,income,1914.8,2017-04-10 08:06:51
paypal,income,1914.8,2017-04-10 08:06:52
paypal,income,1914.8,2017-04-10 08:06:54
paypal,income,1914.8,2017-04-10 08:06:56
paypal,income,1914.8,2017-04-10 08:07:13
paypal,income,1914.8,2017-04-10 08:07:14
paypal,income,1914.8,2017-04-10 08:07:16
paypal,income,1914.8,2017-04-10 08:07:18
paypal,income,1914.8,2017-04-10 08:07:20
paypal,income,1914.8,2017-04-10 08:07:21
paypal,income,1914.8,2017-04-10 08:07:23
paypal,income,1914.8,2017-04-10 08:07:25
paypal,income,1914.8,2017-04-10 08:07:26
paypal,income,1914.8,2017-04-10 08:07:28
paypal,income,1914.8,2017-04-10 08:07:30
paypal,income,1914.8,2017-04-10 08:07:32
paypal,income,1914.8,2017-04-10 08:07:33
paypal,income,1914.8,2017-04-10 08:07:35
paypal,income,1914.8,2017-04-10 08:07:37
paypal,income,1914.8,2017-04-10 08:07:39
paypal,income,1914.8,2017-04-10 08:07:40
paypal,income,1914.8,2017-04-10 08:07:42
paypal,income,1914.8,2017-04-10 08:07:44
paypal,income,1914.8,2017-04-10 08:07:45
paypal,income,1914.8,2017-04-10 08:07:47
paypal,income,1914.8,2017-04-10 08:07:49
paypal,income,1914.8,2017-04-10 08:07:50
paypal,income,1914.8,2017-04-10 08:07:52
paypal,income,1914.8,2017-04-10 08:07:54
paypal,income,1914.8,2017-04-10 08:07:56
paypal,income,1914.8,2017-04-10 08:08:12
paypal,income,1914.8,2017-04-10 08:08:14
paypal,income,1914.8,2017-04-10 08:08:16
paypal,income,1914.8,2017-04-10 08:08:17
paypal,income,1914.8,2017-04-10 08:08:19
paypal,income,1914.8,2017-04-10 08:08:21
paypal,income,1914.8,2017-04-10 08:08:22
paypal,income,1914.8,2017-04-10 08:08:24
paypal,income,1914.8,2017-04-10 08:08:26
paypal,income,1914.8,2017-04-10 08:08:27
paypal,income,1914.8,2017-04-10 08:08:29
paypal,income,1914.8,2017-04-10 08:08:31
paypal,income,1914.8,2017-04-10 08:08:33
paypal,income,1914.8,2017-04-10 08:08:35
paypal,income,1914.8,2017-04-10 08:08:36
paypal,income,1914.8,2017-04-10 08:08:38
paypal,income,1914.8,2017-04-10 08:08:40
paypal,income,1914.8,2017-04-10 08:08:41
paypal,income,1914.8,2017-04-10 08:08:43
paypal,income,1914.8,2017-04-10 08:08:45
paypal,income,1914.8,2017-04-10 08:08:47
paypal,income,1914.8,2017-04-10 08:08:48
paypal,income,1914.8,2017-04-10 08:08:50
paypal,income,1914.8,2017-04-10 08:08:52
paypal,income,1914.8,2017-04-10 08:08:54
paypal,income,1914.8,2017-04-10 08:08:55
paypal,income,1914.8,2017-04-10 08:08:57
paypal,income,1914.8,2017-04-10 08:09:14
paypal,income,1914.8,2017-04-10 08:09:15
paypal,income,1914.8,2017-04-10 08:09:17
paypal,income,1914.8,2017-04-10 08:09:19
paypal,income,1914.8,2017-04-10 08:09:20
paypal,income,1914.8,2017-04-10 08:09:22
paypal,income,1914.8,2017-04-10 08:09:24
paypal,income,1914.8,2017-04-10 08:09:25
paypal,income,1914.8,2017-04-10 08:09:27
paypal,income,1914.8,2017-04-10 08:09:29
paypal,income,1914.8,2017-04-10 08:09:31
paypal,income,1914.8,2017-04-10 08:09:32
paypal,income,1914.8,2017-04-10 08:09:34
paypal,income,1914.8,2017-04-10 08:09:36
paypal,income,1914.8,2017-04-10 08:09:37
paypal,income,1914.8,2017-04-10 08:09:39
paypal,income,1914.8,2017-04-10 08:09:41
paypal,income,1914.8,2017-04-10 08:09:43
paypal,income,1914.8,2017-04-10 08:09:44
paypal,income,1914.8,2017-04-10 08:09:46
paypal,income,1914.8,2017-04-10 08:09:48
paypal,income,1914.8,2017-04-10 08:09:49
paypal,income,1914.8,2017-04-10 08:09:51
paypal,income,1914.8,2017-04-10 08:09:53
paypal,income,1914.8,2017-04-10 08:09:55
paypal,income,1914.8,2017-04-10 08:09:56
paypal,income,1914.8,2017-04-10 08:09:58
paypal,income,1914.8,2017-04-10 08:10:00
paypal,income,1914.8,2017-04-10 08:10:16
paypal,income,1914.8,2017-04-10 08:10:18
paypal,income,1914.8,2017-04-10 08:10:20
paypal,income,1914.8,2017-04-10 08:10:22
paypal,income,1914.8,2017-04-10 08:10:23
paypal,income,1914.8,2017-04-10 08:10:25
paypal,income,1914.8,2017-04-10 08:10:27
paypal,income,1914.8,2017-04-10 08:10:29
paypal,income,1914.8,2017-04-10 08:10:31
paypal,income,1914.8,2017-04-10 08:10:33
